id,name,status,species,type,gender,origin_id,origin_name,origin_url,location_id,location_name,location_url,image_url,image_file,episode_ids,episode_urls,url,created
366,Trunk Morty,Alive,Humanoid,Trunk-Person,Male,65,Trunk World,https://rickandmortyapi.com/api/location/65,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/366.jpeg,images/characters/366-trunk-morty.jpeg,28,https://rickandmortyapi.com/api/episode/28,https://rickandmortyapi.com/api/character/366,2018-01-10T19:03:13.558Z
367,Trunk Man,Alive,Humanoid,Trunk-Person,Male,65,Trunk World,https://rickandmortyapi.com/api/location/65,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/367.jpeg,images/characters/367-trunk-man.jpeg,8|28,https://rickandmortyapi.com/api/episode/8|https://rickandmortyapi.com/api/episode/28,https://rickandmortyapi.com/api/character/367,2018-01-10T19:05:34.004Z
368,Truth Tortoise,unknown,Mythological Creature,Omniscient being,Male,,unknown,,,unknown,,https://rickandmortyapi.com/api/character/avatar/368.jpeg,images/characters/368-truth-tortoise.jpeg,29,https://rickandmortyapi.com/api/episode/29,https://rickandmortyapi.com/api/character/368,2018-01-10T19:14:35.885Z
369,Tusked Assassin,unknown,Alien,Tuskfish,Male,37,Resort Planet,https://rickandmortyapi.com/api/location/37,37,Resort Planet,https://rickandmortyapi.com/api/location/37,https://rickandmortyapi.com/api/character/avatar/369.jpeg,images/characters/369-tusked-assassin.jpeg,26,https://rickandmortyapi.com/api/episode/26,https://rickandmortyapi.com/api/character/369,2018-01-10T19:17:00.093Z
370,Two Guys with Handlebar Mustaches,Alive,Human,,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/370.jpeg,images/characters/370-two-guys-with-handlebar-mustaches.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/370,2018-01-10T19:17:57.976Z
371,Tumblorkian,Alive,Alien,Tumblorkian,Male,66,Plopstar,https://rickandmortyapi.com/api/location/66,66,Plopstar,https://rickandmortyapi.com/api/location/66,https://rickandmortyapi.com/api/character/avatar/371.jpeg,images/characters/371-tumblorkian.jpeg,19,https://rickandmortyapi.com/api/episode/19,https://rickandmortyapi.com/api/character/371,2018-01-10T19:18:44.560Z
372,Unity,Alive,Alien,Hivemind,Genderless,,unknown,,28,Unity's Planet,https://rickandmortyapi.com/api/location/28,https://rickandmortyapi.com/api/character/avatar/372.jpeg,images/characters/372-unity.jpeg,14,https://rickandmortyapi.com/api/episode/14,https://rickandmortyapi.com/api/character/372,2018-01-10T19:20:50.211Z
373,Unmuscular Michael,Alive,Human,,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/373.jpeg,images/characters/373-unmuscular-michael.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/373,2018-01-10T19:22:04.075Z
374,Vampire Master,Alive,Mythological Creature,Vampire,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/374.jpeg,images/characters/374-vampire-master.jpeg,18,https://rickandmortyapi.com/api/episode/18,https://rickandmortyapi.com/api/character/374,2018-01-10T19:23:45.478Z
375,Vance Maximus,Dead,Human,,Male,,unknown,,4,Worldender's lair,https://rickandmortyapi.com/api/location/4,https://rickandmortyapi.com/api/character/avatar/375.jpeg,images/characters/375-vance-maximus.jpeg,25,https://rickandmortyapi.com/api/episode/25,https://rickandmortyapi.com/api/character/375,2018-01-10T19:26:00.957Z
376,Veronica Ann Bennet,Alive,Alien,Gazorpian,Female,40,Gazorpazorp,https://rickandmortyapi.com/api/location/40,40,Gazorpazorp,https://rickandmortyapi.com/api/location/40,https://rickandmortyapi.com/api/character/avatar/376.jpeg,images/characters/376-veronica-ann-bennet.jpeg,7,https://rickandmortyapi.com/api/episode/7,https://rickandmortyapi.com/api/character/376,2018-01-10T19:27:06.246Z
377,Voltematron,Dead,Alien,Parasite,unknown,,unknown,,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/377.jpeg,images/characters/377-voltematron.jpeg,29,https://rickandmortyapi.com/api/episode/29,https://rickandmortyapi.com/api/character/377,2018-01-10T19:29:08.116Z
378,Wall Crawling Rick,unknown,Humanoid,Lizard-Person,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/378.jpeg,images/characters/378-wall-crawling-rick.jpeg,22,https://rickandmortyapi.com/api/episode/22,https://rickandmortyapi.com/api/character/378,2018-01-10T19:33:30.804Z
379,Wedding Bartender,unknown,Alien,,Male,,unknown,,35,Planet Squanch,https://rickandmortyapi.com/api/location/35,https://rickandmortyapi.com/api/character/avatar/379.jpeg,images/characters/379-wedding-bartender.jpeg,21,https://rickandmortyapi.com/api/episode/21,https://rickandmortyapi.com/api/character/379,2018-01-10T19:37:41.375Z
380,Unknown Rick,unknown,Human,,Male,,unknown,,,unknown,,https://rickandmortyapi.com/api/character/avatar/380.jpeg,images/characters/380-unknown-rick.jpeg,22|51,https://rickandmortyapi.com/api/episode/22|https://rickandmortyapi.com/api/episode/51,https://rickandmortyapi.com/api/character/380,2018-01-10T19:44:22.262Z
381,Woman Rick,Alive,Alien,Chair,Female,,unknown,,,unknown,,https://rickandmortyapi.com/api/character/avatar/381.jpeg,images/characters/381-woman-rick.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/381,2018-01-10T19:46:00.622Z
382,Worldender,Dead,Alien,,Male,,unknown,,4,Worldender's lair,https://rickandmortyapi.com/api/location/4,https://rickandmortyapi.com/api/character/avatar/382.jpeg,images/characters/382-worldender.jpeg,25,https://rickandmortyapi.com/api/episode/25,https://rickandmortyapi.com/api/character/382,2018-01-10T19:47:55.859Z
383,Yaarb,Alive,Alien,,Male,,unknown,,16,St. Gloopy Noops Hospital,https://rickandmortyapi.com/api/location/16,https://rickandmortyapi.com/api/character/avatar/383.jpeg,images/characters/383-yaarb.jpeg,19,https://rickandmortyapi.com/api/episode/19,https://rickandmortyapi.com/api/character/383,2018-01-10T19:48:59.952Z
384,Yellow Headed Doctor,Alive,Alien,,Male,,unknown,,16,St. Gloopy Noops Hospital,https://rickandmortyapi.com/api/location/16,https://rickandmortyapi.com/api/character/avatar/384.jpeg,images/characters/384-yellow-headed-doctor.jpeg,19,https://rickandmortyapi.com/api/episode/19,https://rickandmortyapi.com/api/character/384,2018-01-10T19:50:19.351Z
385,Yellow Shirt Rick,unknown,Human,,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/385.jpeg,images/characters/385-yellow-shirt-rick.jpeg,22,https://rickandmortyapi.com/api/episode/22,https://rickandmortyapi.com/api/character/385,2018-01-10T19:51:18.996Z
386,Zarbadar Gloonch,Dead,Alien,Drumbloxian,Female,,unknown,,13,Nuptia 4,https://rickandmortyapi.com/api/location/13,https://rickandmortyapi.com/api/character/avatar/386.jpeg,images/characters/386-zarbadar-gloonch.jpeg,13|18,https://rickandmortyapi.com/api/episode/13|https://rickandmortyapi.com/api/episode/18,https://rickandmortyapi.com/api/character/386,2018-01-10T19:52:40.898Z
387,Zarbadar's Mytholog,unknown,Mythological Creature,Mytholog,Female,13,Nuptia 4,https://rickandmortyapi.com/api/location/13,13,Nuptia 4,https://rickandmortyapi.com/api/location/13,https://rickandmortyapi.com/api/character/avatar/387.jpeg,images/characters/387-zarbadar-s-mytholog.jpeg,18,https://rickandmortyapi.com/api/episode/18,https://rickandmortyapi.com/api/character/387,2018-01-10T19:54:17.951Z
388,Zeep Xanflorp,Alive,Humanoid,Microverse inhabitant,Male,24,Rick's Battery Microverse,https://rickandmortyapi.com/api/location/24,24,Rick's Battery Microverse,https://rickandmortyapi.com/api/location/24,https://rickandmortyapi.com/api/character/avatar/388.jpeg,images/characters/388-zeep-xanflorp.jpeg,17,https://rickandmortyapi.com/api/episode/17,https://rickandmortyapi.com/api/character/388,2018-01-10T19:56:57.790Z
389,Zeta Alpha Rick,Dead,Human,,Male,,unknown,,126,Rick's Memories,https://rickandmortyapi.com/api/location/126,https://rickandmortyapi.com/api/character/avatar/389.jpeg,images/characters/389-zeta-alpha-rick.jpeg,10|11|22|51,https://rickandmortyapi.com/api/episode/10|https://rickandmortyapi.com/api/episode/11|https://rickandmortyapi.com/api/episode/22|https://rickandmortyapi.com/api/episode/51,https://rickandmortyapi.com/api/character/389,2018-01-10T19:57:41.191Z
390,Zick Zack,Dead,Alien,Floop Floopian,Male,,unknown,,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/390.jpeg,images/characters/390-zick-zack.jpeg,29,https://rickandmortyapi.com/api/episode/29,https://rickandmortyapi.com/api/character/390,2018-01-10T20:00:05.681Z
391,Uncle Steve,Dead,Alien,Parasite,Male,,unknown,,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/391.jpeg,images/characters/391-uncle-steve.jpeg,15,https://rickandmortyapi.com/api/episode/15,https://rickandmortyapi.com/api/character/391,2018-01-14T13:34:50.096Z
392,Bearded Morty,Alive,Human,,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/392.jpeg,images/characters/392-bearded-morty.jpeg,28|51,https://rickandmortyapi.com/api/episode/28|https://rickandmortyapi.com/api/episode/51,https://rickandmortyapi.com/api/character/392,2018-01-14T14:48:05.977Z
393,Roy,Alive,Human,Game,Male,32,Roy: A Life Well Lived,https://rickandmortyapi.com/api/location/32,32,Roy: A Life Well Lived,https://rickandmortyapi.com/api/location/32,https://rickandmortyapi.com/api/character/avatar/393.jpeg,images/characters/393-roy.jpeg,13,https://rickandmortyapi.com/api/episode/13,https://rickandmortyapi.com/api/character/393,2018-01-20T19:15:27.239Z
394,Davin,Dead,Cronenberg,,Male,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,https://rickandmortyapi.com/api/character/avatar/394.jpeg,images/characters/394-davin.jpeg,1|6,https://rickandmortyapi.com/api/episode/1|https://rickandmortyapi.com/api/episode/6,https://rickandmortyapi.com/api/character/394,2018-01-20T19:48:42.201Z
395,Greebybobe,Alive,Alien,Greebybobe,unknown,68,Girvonesk,https://rickandmortyapi.com/api/location/68,4,Worldender's lair,https://rickandmortyapi.com/api/location/4,https://rickandmortyapi.com/api/character/avatar/395.jpeg,images/characters/395-greebybobe.jpeg,1|11|16|25,https://rickandmortyapi.com/api/episode/1|https://rickandmortyapi.com/api/episode/11|https://rickandmortyapi.com/api/episode/16|https://rickandmortyapi.com/api/episode/25,https://rickandmortyapi.com/api/character/395,2018-04-15T16:46:31.715Z
396,Scary Teacher,Alive,Mythological Creature,Monster,Male,18,Mr. Goldenfold's dream,https://rickandmortyapi.com/api/location/18,18,Mr. Goldenfold's dream,https://rickandmortyapi.com/api/location/18,https://rickandmortyapi.com/api/character/avatar/396.jpeg,images/characters/396-scary-teacher.jpeg,2,https://rickandmortyapi.com/api/episode/2,https://rickandmortyapi.com/api/character/396,2018-04-15T17:10:07.639Z
397,Fido,Alive,Animal,Dog,Male,70,Snuffles' Dream,https://rickandmortyapi.com/api/location/70,70,Snuffles' Dream,https://rickandmortyapi.com/api/location/70,https://rickandmortyapi.com/api/character/avatar/397.jpeg,images/characters/397-fido.jpeg,2,https://rickandmortyapi.com/api/episode/2,https://rickandmortyapi.com/api/character/397,2018-04-15T17:15:28.777Z
398,Accountant dog,Alive,Animal,Dog,Male,70,Snuffles' Dream,https://rickandmortyapi.com/api/location/70,70,Snuffles' Dream,https://rickandmortyapi.com/api/location/70,https://rickandmortyapi.com/api/character/avatar/398.jpeg,images/characters/398-accountant-dog.jpeg,2,https://rickandmortyapi.com/api/episode/2,https://rickandmortyapi.com/api/character/398,2018-04-15T17:23:04.169Z
399,Tiny-persons advocacy group lawyer,Alive,Mythological Creature,Giant,Male,14,Giant's Town,https://rickandmortyapi.com/api/location/14,14,Giant's Town,https://rickandmortyapi.com/api/location/14,https://rickandmortyapi.com/api/character/avatar/399.jpeg,images/characters/399-tiny-persons-advocacy-group-lawyer.jpeg,5,https://rickandmortyapi.com/api/episode/5,https://rickandmortyapi.com/api/character/399,2018-04-15T17:34:02.076Z
400,Giant Judge,Alive,Mythological Creature,Giant,Male,14,Giant's Town,https://rickandmortyapi.com/api/location/14,14,Giant's Town,https://rickandmortyapi.com/api/location/14,https://rickandmortyapi.com/api/character/avatar/400.jpeg,images/characters/400-giant-judge.jpeg,5,https://rickandmortyapi.com/api/episode/5,https://rickandmortyapi.com/api/character/400,2018-04-15T17:36:11.295Z
401,Morty Jr's interviewer,Alive,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/401.jpeg,images/characters/401-morty-jr-s-interviewer.jpeg,7,https://rickandmortyapi.com/api/episode/7,https://rickandmortyapi.com/api/character/401,2018-04-15T17:43:56.832Z
402,Guy from The Bachelor,Alive,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/402.jpeg,images/characters/402-guy-from-the-bachelor.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/402,2018-04-15T17:45:38.589Z
403,Corn detective,Dead,Humanoid,Corn-person,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/403.jpeg,images/characters/403-corn-detective.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/403,2018-04-15T17:48:50.629Z
404,Michael Jackson,Alive,Humanoid,Phone-Person,Male,72,Earth (Phone Dimension),https://rickandmortyapi.com/api/location/72,72,Earth (Phone Dimension),https://rickandmortyapi.com/api/location/72,https://rickandmortyapi.com/api/character/avatar/404.jpeg,images/characters/404-michael-jackson.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/404,2018-04-15T18:01:09.637Z
405,Trunkphobic suspenders guy,Alive,Human,,Male,,unknown,,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/405.jpeg,images/characters/405-trunkphobic-suspenders-guy.jpeg,2|8|10|11,https://rickandmortyapi.com/api/episode/2|https://rickandmortyapi.com/api/episode/8|https://rickandmortyapi.com/api/episode/10|https://rickandmortyapi.com/api/episode/11,https://rickandmortyapi.com/api/character/405,2018-04-15T20:31:46.065Z
406,Spiderweb teddy bear,Alive,Animal,Teddy Bear,unknown,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/406.jpeg,images/characters/406-spiderweb-teddy-bear.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/406,2018-04-15T20:45:04.863Z
407,Regular Tyrion Lannister,Alive,Human,,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/407.jpeg,images/characters/407-regular-tyrion-lannister.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/407,2018-04-15T20:50:10.475Z
408,Quick Mystery Presenter,Alive,Human,,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/408.jpeg,images/characters/408-quick-mystery-presenter.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/408,2018-04-15T20:51:47.778Z
409,Mr. Sneezy,Alive,Human,Little Human,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/409.jpeg,images/characters/409-mr-sneezy.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/409,2018-04-15T21:04:09.405Z
410,Two Brothers,Alive,Human,,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/410.jpeg,images/characters/410-two-brothers.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/410,2018-04-15T21:06:18.686Z
411,Alien Mexican Armada,unknown,Alien,Mexican,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/411.jpeg,images/characters/411-alien-mexican-armada.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/411,2018-04-15T21:10:27.986Z
412,Giant Cat Monster,unknown,Animal,Giant Cat Monster,unknown,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/412.jpeg,images/characters/412-giant-cat-monster.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/412,2018-04-15T21:14:09.223Z
413,Old Women,unknown,Human,Old Amazons,Female,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/413.jpeg,images/characters/413-old-women.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/413,2018-04-15T21:21:32.623Z
414,Trunkphobic guy,Alive,Human,,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/414.jpeg,images/characters/414-trunkphobic-guy.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/414,2018-04-15T21:33:59.719Z
415,Pro trunk people marriage guy,Alive,Human,,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/415.jpeg,images/characters/415-pro-trunk-people-marriage-guy.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/415,2018-04-15T21:34:21.911Z
416,Muscular Mannie,Alive,Human,Mannie,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/416.jpeg,images/characters/416-muscular-mannie.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/416,2018-04-15T21:39:22.608Z
417,Baby Legs Chief,Alive,Human,,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/417.jpeg,images/characters/417-baby-legs-chief.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/417,2018-04-15T21:40:39.871Z
418,Mrs. Sullivan's Boyfriend,Alive,Human,Necrophiliac,Male,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/418.jpeg,images/characters/418-mrs-sullivan-s-boyfriend.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/418,2018-04-15T21:43:43.867Z
419,Plutonian Hostess,Alive,Alien,Plutonian,Female,47,Pluto,https://rickandmortyapi.com/api/location/47,47,Pluto,https://rickandmortyapi.com/api/location/47,https://rickandmortyapi.com/api/character/avatar/419.jpeg,images/characters/419-plutonian-hostess.jpeg,9,https://rickandmortyapi.com/api/episode/9,https://rickandmortyapi.com/api/character/419,2018-04-15T21:48:45.783Z
420,Plutonian Host,Alive,Alien,Plutonian,Male,47,Pluto,https://rickandmortyapi.com/api/location/47,47,Pluto,https://rickandmortyapi.com/api/location/47,https://rickandmortyapi.com/api/character/avatar/420.jpeg,images/characters/420-plutonian-host.jpeg,9,https://rickandmortyapi.com/api/episode/9,https://rickandmortyapi.com/api/character/420,2018-04-15T21:49:04.730Z
421,Rich Plutonian,Alive,Alien,Plutonian,Female,47,Pluto,https://rickandmortyapi.com/api/location/47,47,Pluto,https://rickandmortyapi.com/api/location/47,https://rickandmortyapi.com/api/character/avatar/421.jpeg,images/characters/421-rich-plutonian.jpeg,9,https://rickandmortyapi.com/api/episode/9,https://rickandmortyapi.com/api/character/421,2018-04-15T21:51:50.534Z
422,Rich Plutonian,Alive,Alien,Plutonian,Male,47,Pluto,https://rickandmortyapi.com/api/location/47,47,Pluto,https://rickandmortyapi.com/api/location/47,https://rickandmortyapi.com/api/character/avatar/422.jpeg,images/characters/422-rich-plutonian.jpeg,9,https://rickandmortyapi.com/api/episode/9,https://rickandmortyapi.com/api/character/422,2018-04-15T21:52:14.642Z
423,Synthetic Laser Eels,Alive,Animal,Eel,unknown,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/423.jpeg,images/characters/423-synthetic-laser-eels.jpeg,11,https://rickandmortyapi.com/api/episode/11,https://rickandmortyapi.com/api/character/423,2018-04-16T21:08:47.956Z
424,Pizza-person,Alive,Humanoid,Pizza,Male,71,Earth (Pizza Dimension),https://rickandmortyapi.com/api/location/71,71,Earth (Pizza Dimension),https://rickandmortyapi.com/api/location/71,https://rickandmortyapi.com/api/character/avatar/424.jpeg,images/characters/424-pizza-person.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/424,2018-04-16T21:45:55.310Z
425,Pizza-person,Alive,Humanoid,Pizza,Male,71,Earth (Pizza Dimension),https://rickandmortyapi.com/api/location/71,71,Earth (Pizza Dimension),https://rickandmortyapi.com/api/location/71,https://rickandmortyapi.com/api/character/avatar/425.jpeg,images/characters/425-pizza-person.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/425,2018-04-16T21:46:18.362Z
426,Greasy Grandma,Alive,Human,Grandma,Female,73,Greasy Grandma World,https://rickandmortyapi.com/api/location/73,73,Greasy Grandma World,https://rickandmortyapi.com/api/location/73,https://rickandmortyapi.com/api/character/avatar/426.jpeg,images/characters/426-greasy-grandma.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/426,2018-04-16T21:51:21.379Z
427,Phone-person,Alive,Humanoid,Phone,Male,72,Earth (Phone Dimension),https://rickandmortyapi.com/api/location/72,72,Earth (Phone Dimension),https://rickandmortyapi.com/api/location/72,https://rickandmortyapi.com/api/character/avatar/427.jpeg,images/characters/427-phone-person.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/427,2018-04-16T21:54:05.375Z
428,Phone-person,Alive,Humanoid,Phone,Male,72,Earth (Phone Dimension),https://rickandmortyapi.com/api/location/72,72,Earth (Phone Dimension),https://rickandmortyapi.com/api/location/72,https://rickandmortyapi.com/api/character/avatar/428.jpeg,images/characters/428-phone-person.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/428,2018-04-16T21:54:48.372Z
429,Chair-person,Alive,Humanoid,Chair,Male,74,Earth (Chair Dimension),https://rickandmortyapi.com/api/location/74,74,Earth (Chair Dimension),https://rickandmortyapi.com/api/location/74,https://rickandmortyapi.com/api/character/avatar/429.jpeg,images/characters/429-chair-person.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/429,2018-04-16T21:59:25.798Z
430,Chair-person,Alive,Humanoid,Chair,Male,74,Earth (Chair Dimension),https://rickandmortyapi.com/api/location/74,74,Earth (Chair Dimension),https://rickandmortyapi.com/api/location/74,https://rickandmortyapi.com/api/character/avatar/430.jpeg,images/characters/430-chair-person.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/430,2018-04-16T21:59:48.220Z
431,Chair-homeless,Alive,Humanoid,Chair,Male,74,Earth (Chair Dimension),https://rickandmortyapi.com/api/location/74,74,Earth (Chair Dimension),https://rickandmortyapi.com/api/location/74,https://rickandmortyapi.com/api/character/avatar/431.jpeg,images/characters/431-chair-homeless.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/431,2018-04-16T22:01:17.927Z
432,Chair-waiter,Alive,Humanoid,Chair,Male,74,Earth (Chair Dimension),https://rickandmortyapi.com/api/location/74,74,Earth (Chair Dimension),https://rickandmortyapi.com/api/location/74,https://rickandmortyapi.com/api/character/avatar/432.jpeg,images/characters/432-chair-waiter.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/432,2018-04-16T22:02:26.106Z
433,Doopidoo,Alive,Animal,Doopidoo,unknown,,unknown,,,unknown,,https://rickandmortyapi.com/api/character/avatar/433.jpeg,images/characters/433-doopidoo.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/433,2018-04-16T22:05:05.745Z
434,Super Weird Rick,unknown,Human,,Male,,unknown,,,unknown,,https://rickandmortyapi.com/api/character/avatar/434.jpeg,images/characters/434-super-weird-rick.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/434,2018-04-16T22:16:17.789Z
435,Pripudlian,Alive,Alien,Pripudlian,unknown,,unknown,,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/435.jpeg,images/characters/435-pripudlian.jpeg,1|11|19|25,https://rickandmortyapi.com/api/episode/1|https://rickandmortyapi.com/api/episode/11|https://rickandmortyapi.com/api/episode/19|https://rickandmortyapi.com/api/episode/25,https://rickandmortyapi.com/api/character/435,2018-04-16T22:21:57.962Z
436,Giant Testicle Monster,Alive,Alien,,unknown,21,Testicle Monster Dimension,https://rickandmortyapi.com/api/location/21,21,Testicle Monster Dimension,https://rickandmortyapi.com/api/location/21,https://rickandmortyapi.com/api/character/avatar/436.jpeg,images/characters/436-giant-testicle-monster.jpeg,11|13,https://rickandmortyapi.com/api/episode/11|https://rickandmortyapi.com/api/episode/13,https://rickandmortyapi.com/api/character/436,2018-04-16T22:33:01.337Z
437,Michael,Alive,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/437.jpeg,images/characters/437-michael.jpeg,12,https://rickandmortyapi.com/api/episode/12,https://rickandmortyapi.com/api/character/437,2018-05-01T11:51:10.604Z
