id,name,wiki_title,wiki_url,description_source_text,source_ids,status,notes
81,Earth (Fascist Teddy Bear Dimension),Teddy Universe,https://rickandmorty.fandom.com/wiki/Teddy_Universe,"{{Location
|image = S4e1 2019-11-13-12h40m04s888.png
|name =
|type = Dimension
|employees = Teddy Rick
|first = Edge of Tomorty: Rick Die Rickpeat
|last = Edge of Tomorty: Rick Die Rickpeat
}}The is a German-speaking dystopian fascist universe inhabited by sentient teddy bear-versions of their human counterparts in the Dimension C-131 and home to Teddy Rick.

Rick Sanchez woke up in the body of this universe's Rick's clone, after dying in two prior fascist universes. He was immediately greeted by his teddy counterpart, who in German asked him if he was a fascist. Rick then noticed how the underground lair was decorated with fascist imagery and outfits. This realization prompted Rick to kill himself by smashing his head into the glass chamber and impaling himself on the large shards of glass.",locations-81-wiki|locations-81-api,ok,
82,Earth (Wasp Dimension),Wasp Universe,https://rickandmorty.fandom.com/wiki/Wasp_Universe,"The Wasp Universe is an alternate reality where the residents are giant sentient wasps instead of humans, although not all humans in this universe are wasps.

This universe's history is similar to most other dimensions, but with humans replaced by wasps. There was at one point a wasp Hitler, who was defeated and had his fascist ideology crushed. Despite this, Rick C-137 was urged by Wasp Rick to not mention any kind of support for wasp Hitler around Morty.",locations-82-wiki|locations-82-api,ok,
83,Monogatron Mothership,Glootie,https://rickandmorty.fandom.com/wiki/Glootie,"Glootie is a character who first appeared in the comic Introducing: Glootie! and later re-appeared in ""The Old Man and the Seat"". He works as an intern for Rick Sanchez, and is appropriated by Jerry Smith, with the job of making a dating app titled Lovefinderrz.",locations-83-wiki|locations-83-api,ok,
84,Gorgon Quadrant,Frog Restaurant,https://rickandmorty.fandom.com/wiki/Frog_Restaurant,"The Frog Restaurant is a restaurant found in a frog city within the Gorgon Quadrant. It is also the front for Vermigurber's drug operations.

The restaurant is staffed by humanoid frogs, but owned by the fly Vermigurber. The back room behind the kitchen is used as his base of operations.

Tony ordered a club sandwich from this restaurant, delivered to him by the restaurant's Delivery Drone. When he left parts of it after using Rick Sanchez's private toilet, Rick tracked down the restaurant to be source of the sandwich. He confronted the owner, Vermigurber, about the sandwich and who it was delivered to. Vermigurber refused to cooperate, which Rick had anticipated and already threatened over half of his eight-hundred-thousand kids. Vermigurber directed Rick to find their delivery drone, which was off to fight in the robot wars at the Midland Quasar.",locations-84-wiki|locations-84-api,ok,
85,Midland Quasar,Midland Quasar,https://rickandmorty.fandom.com/wiki/Midland_Quasar,"{{Location
|image = S4e2 robot wars.png
|name =
|dimension = Dimension C-131
|type = Quasar
|first = The Old Man and the Seat
}}The was the site of the Robot Wars, fought between the robots and the Lizards.

The Robot Wars were fought around the between the Lizards and the robot. The Lizards used lasers and aircrafts to defeat the robots' attack, while the robots called inn all mechanical beings in the surrounding part of the universe. The war was raging when Rick Sanchez appeared to acquire information from a Delivery Drone, but was prevented by the attacking Lizards. He killed the Lizards and guarateed the robots' victory in the war, and successfully retrieved the drone's memory archive.",locations-85-wiki|locations-85-api,ok,
86,Mount Space Everest,The Old Man and the Seat/Transcript,https://rickandmorty.fandom.com/wiki/The_Old_Man_and_the_Seat%2FTranscript,,locations-86-wiki|locations-86-api,ok,
87,Globaflyn,Globaflyn,https://rickandmorty.fandom.com/wiki/Globaflyn,"Globaflyn is a chemical that, once consumed, seems to show a person the thing they want most. According to Rick's description, it ""connects the whatever-you-want section of your brain to the whatever-you-have section"".

Rick keeps people he refuses to let into his life, but doesn't want to kill, in sacs filled with globaflyn, at sublevel B3 of his garage.",locations-87-wiki|locations-87-api,ok,
88,Heist-Con,Heist-Con,https://rickandmorty.fandom.com/wiki/Heist-Con,"Heist-Con was a convention hosted by the heist artist Miles Knightly. It was centered around heisting and featured booths, shows and activities related to the topic.

Rick brought Morty to Heist-Con after begging him to go on an adventure. To go inside you need to cut a hole in the glass just like any heist where you're sneaking inside. To participate in the events you need to buy guest badges or professional badges although Rick refuses to buy a guest badge, the requirements of getting a professional badge is you need a heist crew of more than two people. The most recent Heist-Con had at least 3329 attendees.",locations-88-wiki|locations-88-api,ok,
89,Heistotron Base,Morty Smith (304-X),https://rickandmorty.fandom.com/wiki/Morty_Smith_(304-X),"Mortimer ""Morty"" Smith (304-X) was an alternative version of Morty, he was also the son of a Jerry and Beth Smith, the step-son of Jerry Smith, the younger brother of Summer Smith, and the grandson of a Rick Sanchez, whom he left after Rick destroyed their world. In their new dimension, Morty became an oppressive dictator with his mother as his helper.

Several years ago, Beth (35 years old) brought Morty (14 years old) and Summer (17 years old) to the Dimension 304-X by using his grandfather Rick's Portal gun. Their Rick had destroyed their world, so they had to escape him. When they entered their new world, Morty became a scientific genius, but instead he used it for personal purposes, such as his obsession with ridding the multiverse of Ricks.

At some point, he decided to seize power as dictator and never let it go, allowing it to corrupt him and drive him crazy. He created tools to look through realities, but not being able to travel there himself due to the low battery on the portal gun. This meant he had to find someone else who could travel between dimensions, Rick Sanchez from Dimension C-132. Morty set his scientists out to create a monster to kill all Ricks in all dimensions, but this drove him to a fight with Summer and Morty to leave him and Beth.",locations-89-wiki|locations-89-api,ok,
90,Mount Olympus,Reggie,https://rickandmorty.fandom.com/wiki/Reggie,"Reggie is a godlike being who is the former lover of Gaia. He is the main antagonist of episode ""Childrick of Mort"".",locations-90-wiki|locations-90-api,ok,
91,Plitzville Montana,,,,,insufficient_source,No location-specific or plausible alias wiki page found; use API facts only unless a manual source is added later.
92,Earth (Tusk Dimension),Tusk Dimension,https://rickandmorty.fandom.com/wiki/Tusk_Dimension,"Tusk Dimension is a dimension where humans developed tusks, but everything else is similar to most other dimensions.

Rick and Morty traveled to this dimension to meet with Elon Tusk, to recruit him for their heist to stop Heistotron. They met him at his car manufacturing company, Tuskla, where he agreed to come with them.",locations-92-wiki|locations-92-api,ok,
93,Gramuflack,Gramuflack,https://rickandmorty.fandom.com/wiki/Gramuflack,"{{Location
|image=
|name =
|dimension = Dimension C-131
|type = Planet
|first = One Crew over the Crewcoo's Morty
|last = One Crew over the Crewcoo's Morty
}} was an inhabited planet located somewhere in galaxy. It was destroyed when Heistotron stole the planet's core.

Shortly after going rogue, Heistotron constructed a gigantic robot to steal 's core. The robot approached the planet dressed as a plumber named ""Hank"", claiming to come to check the planet's water pressure. Heistotron placed a giant secret camera on a city, killing 57,000 people. Heistotron then changed the costume to a pizza delivery named ""Tony"" and dropped a giant pizza box on top of another city, flattening it and killing all citizens. The box started drilling into the planet, destroying all half of it, ending the planet's gravity and killing all creatures before extracting the planet core.",locations-93-wiki|locations-93-api,ok,
94,Draygon,Draygon,https://rickandmorty.fandom.com/wiki/Draygon,"Draygon is a fantasy world where different types of dragons live.

In Claw and Hoarder: Special Ricktim's Morty, Rick promised Morty a dragon if he helped him on his adventure to retrieve the ""Ultimate Cube"". However, the cube was purple, and Rick was disappointed, as he wanted a cube in a different color. While flying through space, Morty asks when he would get his dragon. Rick forgot about the promise probably to manipulate Morty into helping on the adventure. Morty being stubborn complains about wanting a dragon, so Rick sprays Morty with sleeping gas to shut him up but accidentally makes himself sleep crash his flying car and land him in the hospital. Beth checking on Rick brings up Morty wanting a dragon. Rick, tired of hearing Morty complain, gives him a dragon. A wizard makes Morty sign a contract in blood giving him a book of spells then opening a portal and leave. The portal looks like Rick's but with writing and a black opening and requires a wand to open. Morty gets a red dragon named Balthromaw, who gets tired of listening to Morty's commands. Balthromaw had a dispute with Rick, but they hung out later on. This forms a soul bond and the dragon cheated on Morty with Rick and broke their contract the soul bond seems to give sexual pleasure to the dragon and the person caught in it. The wizard than punishes the dragon for breaking his contract, Rick can feel the pain too since he's connected to the dragons soul. They then go through the portal and went to a different world.",locations-94-wiki|locations-94-api,ok,
95,New Improved Galactic Federation Quarters,Rick Sanchez,https://rickandmorty.fandom.com/wiki/Rick_Sanchez,"Richard ""Rick"" Sanchez of Dimension C-137, commonly referred to as Rick C-137, is one of the two titular main protagonists (alongside Morty Smith) of Rick and Morty.

He is a megagenius scientist whose alcoholism and reckless, nihilistic behavior are sources of concern for ""his daughter's"" family, as well as the safety of her son, Morty. At the start of the series, Rick had returned to the Smith Family's lives after being absent for an unspecified amount of time, with the reasons for his absence being shrouded in mystery.

Rick began his journey as a young inventor in Dimension C-137, where he lived with his wife Diane and daughter Beth. As Rick repeatedly failed to create interdimensional portal travel, Rick Prime, an alternate version of himself, visited Dimension C-137 and offered Rick the tools to make it possible. When Rick turned down the offer, Rick Prime, feeling insulted, responded by murdering Diane and Beth. This motivated a devastated Rick to finally invent working portal technology, becoming the only version of himself aside from Rick Prime to do so independently. He quickly utilized his new invention by going on a lifetime hunt for Rick Prime with the intent to avenge his family. At an unknown point after this, Rick Prime punished Rick for his relentless pursuit by erasing Diane Sanchez from every single reality across the Multiverse.

Soon after beginning his search, Rick ended up joining the Resistance alongside Birdperson, and later, Squanchy, where they fought against the Galactic Federation. Following the Battle of Blood Ridge, Rick left to resume looking for Rick Prime and began killing countless amounts of his alternate selves in the process over the next few decades. Eventually, the other Ricks surrendered to Rick C-137, who formed the Council of Ricks and oversaw the construction of the Citadel of Ricks, although he left before it was completed. Rick, now an elderly man, landed in Rick Prime's original dimension, taking his place as the father of that dimension's Beth Smith, hoping one day Rick Prime would return. Whilst living in the Prime Dimension, Rick formed a bond with Morty, his new grandson, and began taking him on various misadventures.

Rick would finally get his revenge when he killed Rick Prime via an unlikely alliance with Evil Morty. With his main goal in life now complete, Rick initially fell back into his alcoholic and depressive ways until Morty helped him find a new purpose in their classic adventures. Rick was also able to move on from the loss of Diane by erasing his memories of her and allowing sentient memories of her and a younger version of himself live together in harmony.

As the series has progressed, Rick relocated yet again to another dimension twice, and has continuously committed more heinous acts that often leave many individuals dead and cause conflict with the Smith family. Rick's morality has frequently come into question, and many of the episodes shift him into a more antagonistic role.",locations-95-wiki|locations-95-api,ok,
96,Story Train,Story Train,https://rickandmorty.fandom.com/wiki/Story_Train,"The Story Train is a huge spacefaring train that appears to be able to portal through space and possibly through stories. The train is conducted by Story Lord. Some of the events and ""stories"" that occur due to the train's power or Story Lord's power may be non-canon.

The Story Train has also appeared as a multitude of toys manufactured and stored by Citadel Toyz LLC. Morty bought one of these Story Trains at the Citadel, Rick has advertised them, and they appeared as part of Story Lord's motivation siphoning array. Even as a toy, they seem to be a component of Story Lord's power.",locations-96-wiki|locations-96-api,ok,
97,Non-Diegetic Alternative Reality,,,,,insufficient_source,No location-specific or plausible alias wiki page found; use API facts and optional Never Ricking Morty episode context.
98,Tickets Please Guy Nightmare,Tickets Please Guy,https://rickandmorty.fandom.com/wiki/Tickets_Please_Guy,"The Tickets Please Guy was a Story Train character who appeared in the episode ""Never Ricking Morty"".",locations-98-wiki|locations-98-api,ok,
99,Morty’s Story,Story Lord,https://rickandmorty.fandom.com/wiki/Story_Lord,"Story Lord is an extradimensional recurring antagonist in the adult-animated science-fiction series Rick and Morty.

Story Lord was the conductor of the Story Train and the main antagonist of the episode ""Never Ricking Morty"". He also sets the events of ""Full Meta Jackrick"" into motion by sending Previous Leon to lure Rick Sanchez into the Meta Reality. He possesses story-based powers, is one of Rick's few enemies shown to be capable of traversing dimensions, and is the only antagonist exhibited to share Rick's meta knowledge in some degree.",locations-99-wiki|locations-99-api,ok,
100,Ricks’s Story,Story Lord,https://rickandmorty.fandom.com/wiki/Story_Lord,"Story Lord is an extradimensional recurring antagonist in the adult-animated science-fiction series Rick and Morty.

Story Lord was the conductor of the Story Train and the main antagonist of the episode ""Never Ricking Morty"". He also sets the events of ""Full Meta Jackrick"" into motion by sending Previous Leon to lure Rick Sanchez into the Meta Reality. He possesses story-based powers, is one of Rick's few enemies shown to be capable of traversing dimensions, and is the only antagonist exhibited to share Rick's meta knowledge in some degree.",locations-100-wiki|locations-100-api,ok,
101,Glorzo Asteroid,Glorzo,https://rickandmorty.fandom.com/wiki/Glorzo,"The Glorzo are a race of alien parasites who appear in the episode ""Promortyus"".",locations-101-wiki|locations-101-api,ok,
102,Alien Acid Plant,Alien Gangsters,https://rickandmorty.fandom.com/wiki/Alien_Gangsters,"The unnamed Alien Gangsters are a group of intergalactic dealers who appears in the episode ""The Vat of Acid Episode"".",locations-102-wiki|locations-102-api,ok,
103,Merged Universe,Merged Dimension,https://rickandmorty.fandom.com/wiki/Merged_Dimension,"The Merged Dimension is an alternate dimension introduced in ""The Vat of Acid Episode"". It is the result of Rick Sanchez merging many different realities together.",locations-103-wiki|locations-103-api,ok,
104,Near-Duplicate Reality,Portal Technology,https://rickandmorty.fandom.com/wiki/Portal_Technology,"Portals allow travel between two different locations. Usually, these locations exist in the same universe. The only groups that have been known to manufacture intergalactic portal technology are versions of Rick, Dinosaurs, and the Galactic Federation present in Dimension 35-C (Intergalactic Customs in ""Pilot""). Prior to the start of the series, the mathematical formula for interdimensional portal travel was independently invented by two Ricks, namely Rick Prime and Rick C-137. They later shared this technology with other Ricks across the multiverse, who then utilized this ability to explore a defined portion of the multiverse colloquially referred to as the Central Finite Curve. Some organizations and people are aware of the existence of interdimensional teleportation, but it is unclear whether they possess the necessary understanding to employ use of it or not (e.g. Time Court, Morty Smith (304-X), and the gaseous beings of the ""Fart"" dimension).",locations-104-wiki|locations-104-api,ok,
105,NX-5 Planet Remover,NX-5 Planet Remover,https://rickandmorty.fandom.com/wiki/NX-5_Planet_Remover,"The NX-5 Planet Remover is a type of ship created by the Galactic Federation that has giant laser cannons that can destroy planets. It first appears in ""Star Mort Rickturn of the Jerri""",locations-105-wiki|locations-105-api,ok,
106,Gaia,Gaia,https://rickandmorty.fandom.com/wiki/Gaia,Gaia is a sentient planet that Rick thought he impregnated.,locations-106-wiki|locations-106-api,ok,
107,Defiance's Ship,The Defiance,https://rickandmorty.fandom.com/wiki/The_Defiance,"The Defiance is a rebellious group opposing The New Galactic Federation, and was apparently founded and led by Beth Smith. They have launched several attacks on the New Federation in their attempts to stop its growth and eventual takeover of the galaxy.

The Defiance was founded in response to the rise of the ""New Galactic Federation"": a new version of the old Galactic Federation, which collapsed due to the actions of Rick Sanchez. Beth Smith formed the group with other aliens that wished to oppose the rising federation, and her actions with the group eventually made her the most wanted creature in the galaxy.

Beth led a team of resistance fighters in an assault at a New Galactic Federation outpost. They triggered explosives inside of the main building before escaping to their ship and shooting down all Gromflomite soldiers chasing them. Beth was allowing a single federation soldier to survive in order to spread the word of the Defiance. The bug soldier was, however, unable to remember her name and thereby became useless, resulting in Beth killing him as well. The team returned to their base where their doctor fixed Beth's robotic arm and found an electronic device in her neck. This revelation prompted Beth to leave the Defiance to chase down her father.

In the episode ""Rickfending Your Mort"", the Defiance is seen again with Birdperson joining in the interim for a mission briefing as he introduces their target Dichotomous Daniel. However, Space Beth is heard farting but she lies out it to the other members and blames it on her chair.

In ""Valkyrick"", the Defiance is seen arguing about their plans of assassinating the Gromflomite Queen while Space Beth skips the meeting to go to her ship, revealing that someone else has killed her beforehand. After Rick becomes involved in Space Beth's mission and berates the Defiance for her treatment, Space Beth is then fired from their team. Later on, Space Beth is presumably reinstated in the Defiance after saving the galaxy from Fantabulous' plan of transforming Gromflomites into Ultromflomites.

The Defiance (C-131)",locations-107-wiki|locations-107-api,ok,
108,Defiance's Base,The Defiance,https://rickandmorty.fandom.com/wiki/The_Defiance,"The Defiance is a rebellious group opposing The New Galactic Federation, and was apparently founded and led by Beth Smith. They have launched several attacks on the New Federation in their attempts to stop its growth and eventual takeover of the galaxy.

The Defiance was founded in response to the rise of the ""New Galactic Federation"": a new version of the old Galactic Federation, which collapsed due to the actions of Rick Sanchez. Beth Smith formed the group with other aliens that wished to oppose the rising federation, and her actions with the group eventually made her the most wanted creature in the galaxy.

Beth led a team of resistance fighters in an assault at a New Galactic Federation outpost. They triggered explosives inside of the main building before escaping to their ship and shooting down all Gromflomite soldiers chasing them. Beth was allowing a single federation soldier to survive in order to spread the word of the Defiance. The bug soldier was, however, unable to remember her name and thereby became useless, resulting in Beth killing him as well. The team returned to their base where their doctor fixed Beth's robotic arm and found an electronic device in her neck. This revelation prompted Beth to leave the Defiance to chase down her father.

In the episode ""Rickfending Your Mort"", the Defiance is seen again with Birdperson joining in the interim for a mission briefing as he introduces their target Dichotomous Daniel. However, Space Beth is heard farting but she lies out it to the other members and blames it on her chair.

In ""Valkyrick"", the Defiance is seen arguing about their plans of assassinating the Gromflomite Queen while Space Beth skips the meeting to go to her ship, revealing that someone else has killed her beforehand. After Rick becomes involved in Space Beth's mission and berates the Defiance for her treatment, Space Beth is then fired from their team. Later on, Space Beth is presumably reinstated in the Defiance after saving the galaxy from Fantabulous' plan of transforming Gromflomites into Ultromflomites.

The Defiance (C-131)",locations-108-wiki|locations-108-api,ok,
109,The Ocean,Mr. Nimbus,https://rickandmorty.fandom.com/wiki/Mr._Nimbus,"Mr. Nimbus is a character who first appeared in ""Mort Dinner Rick Andre"", where he served as the episode's main antagonist.

He is the king of the ocean and Atlantis and is Rick Sanchez's nemesis, stated as such by himself as well as the latter. Mr. Nimbus lives up to this title, as he appears to be one of few beings capable of standing toe-to-toe with Rick.

Mr. Nimbus (C-131)",locations-109-wiki|locations-109-api,ok,
110,Narnia Dimension,Narnia Dimension,https://rickandmorty.fandom.com/wiki/Narnia_Dimension,"The Narnia Dimension was a pocket dimension where time moved significantly faster relative to Dimension C-131. As the speed at which time passed in the Narnia Dimension relative to Dimension C-131 isn't shown to be consistent during it's only appearance, exactly how much faster time passed within it cannot be accurately calculated (sometimes a few decades pass in half a minute and even one time, several centuries pass in less than 10 seconds).

At some point, Rick Sanchez discovered the Dimension and built a standardized portal gun that would not only access it alone, but also sync the timelines of both his universe and the Narnia Dimension as long as the portal remained open. He used it whenever he needed to rapidly age objects such as wine. Eventually an intelligent species of bovine/dog like humanoids evolved on the planet of the Dimension where the portal led, as well as horned cetaceans with bovine features as well as long-lived birds and leeches.

The planet was habitable, largely resembling Earth save for having two moons. For the most part, the species was a peaceful species that interacted friendly with interdimensional travelers. Since Rick cared little about the Dimension other than its utility to age objects, he had virtually no contact with the beings.

In an effort to distract Mr. Nimbus during a dinner/treaty signing ceremony, Rick concocted a scheme to age a set of crummy wine to superior standards. He and Morty merely tossed the wine into the said Dimension, and Rick explained the gist of the realm to Morty.

Morty gave it the name, Narnia, as its relative passage of time compared to Earth was similar to the Kingdom of Narnia in the well known children's novel series. Morty's first entrance to the Dimension to retrieve some of the wine showed the cow/dog species had reached something equivalent to the Middle Ages on Earth (hence Narnia). Morty's first interaction with the species was very positive, as a local farmer named Hoovy offered to help him move the mysterious wine that had sat near his farm for decades.

However, Morty made a critical mistake by briefly inviting Hoovy back to Earth and closing the portal behind him. As a result, several decades passed in the Narnia Dimension while only around thirty-five seconds past on Earth, ironically with Morty establishing a friendship with Hoovy and Hoovy giving Morty advice on finding love with Jessica. Hoovy arrived home to unexpectedly find his fields barren and his house dilapidated. His wife Bova, who had been pregnant with their son at his departure, had since passed away from a broken heart. His son Japheth, who had been born shortly after his departure and now a young man, stabbed his father in a fit of rage, assuming he had abandoned them. Before his death, Hoovy attested that his departure was not his choice, but rather the fault of Morty. As a result, Japheth then swore to turn his vengeance on Morty.

Morty returned a few decades later (only a minute from his perspective) to retrieve more wine, which was now conveniently hidden in a bush. Japheth, mourning his Mother and Father's grave, attacked Morty after waiting to avenge his parents' deaths. Morty was able to fend him off and escape back to his reality. He immediately returned to Narnia with a vengeance, fed up with Japheth and unwilling to let his relationship with Jessica fail. By now, Japheth was an elderly man, having restored his Father's farm and house and having three sons.

Despite Japheth's attempts to stab him, he only managed to scrape his lower left arm. As a result, Morty fatally kicked him in the rib cage and retrieved more wine before escaping. As Japheth died, his sons (who previously did not believe him about Morty) apologized to Japheth for not believing him about Morty and saying they were wrong. Japheth's last wish before he died was for his sons to kill and stop Morty at all costs. His sons swore a blood oath to avenge his death, knowing Morty would return.

Over the decades, Japheth's sons amassed great wealth and power in the medieval lands they called home. They built a massive fortress around the doorway and guarded it around the clock with an excessive amount of guards and weapons. Morty returned again, only to escape immediately, realizing the rage that had been built up against him. Japheth's sons, now older kings, believed they had won, but remained on guard in case Morty ever returned. Morty, enraged that the Narnia Dimension was blocking his evening with Jessica, spent several seconds arming himself with Rick's advanced weapons in a rage.

During this time, at least another decade passed within Narnia. One of the Kings' young sons, having witnessed Morty's defeat, assumed Morty wasn't coming back. He yelled at his Father and Uncles for wasting their kingdom's manpower and resources on the off chance of getting revenge. For his insolence, the boy was banished from the Royal Court. He was then approached and mentored for ten years by a sorcerer who ",locations-110-wiki|locations-110-api,ok,
111,Elemental Rings,Elemental Rings,https://rickandmorty.fandom.com/wiki/Elemental_Rings,"The Elemental Rings are four magical rings that can grant the wearer(s) to manipulate the four elements: fire, water, air, and dirt.

They were owned by the Tina-Teers, but were eventually claimed by Morty, who then used the rings to kill each one of the members so that he and Planetina can be together forever.",locations-111-wiki|locations-111-api,ok,
112,Morglutz,Morglutz,https://rickandmorty.fandom.com/wiki/Morglutz,"Morglutz is a planet that appears in the episode ""A Rickconvenient Mort."" The residents of the world are Hrinchs. The planet was destroyed due to its sun consuming the planet.",locations-112-wiki|locations-112-api,ok,
113,Ferkus 9,Ferkus 9,https://rickandmorty.fandom.com/wiki/Ferkus_9,"Ferkus 9 is a planet that appears in the episode ""A Rickconvenient Mort."" Originally it was going to be destroyed by an oncoming meteor strike until the meteor was destroyed thanks to Summer's intervention.",locations-113-wiki|locations-113-api,ok,
114,Morty,Morty Smith,https://rickandmorty.fandom.com/wiki/Morty_Smith,"Mortimer ""Morty"" Smith Sr. of the Prime Dimension is one of the two titular main protagonists (alongside Rick Sanchez) of Rick and Morty. He was often incorrectly identified as Morty C-137 until Season 5.

Morty is Rick Sanchez's grandson and is often forced to tag along on his various misadventures as a sidekick whilst attending Harry Herpson High School along with his sister, Summer. At the beginning of the series, Morty was shown to be an incredibly anxious and submissive teenage boy. He had little say in the adventures he went on with Rick and was often verbally abused and manipulated by him. However, Morty eventually gained more confidence as time went on and is now more capable and independent rather than a mere sidekick. This newfound confidence also allowed Morty to distance himself from Rick more often due to his despicable tendencies, although Morty still stays by his side when necessary.

It has since been revealed in ""Rickmurai Jack"" and ""Solaricks"" that Rick (C-137) is not his true grandfather, as protagonist Morty is actually the biological grandson of Rick Prime, a version of Rick who murdered C-137's family. After decades of failing to get revenge on Rick Prime, Rick eventually arrived in Morty's dimension to take his place , kickstarting the series and thus Rick and Morty's adventures.",locations-114-wiki|locations-114-api,ok,
115,Space,Space Jerry,https://rickandmorty.fandom.com/wiki/Space_Jerry,"Jerry Smith, commonly dubbed ""Space Jerry"", is the main antagonist of comic ""Rick and Morty vs. the Universe: Beth 'Til Death 1"". He is a clone of titular Jerry Smith and the owner of the Planet Pluto Casino.",locations-115-wiki|locations-115-api,ok,
116,Hell,Hell,https://rickandmorty.fandom.com/wiki/Hell,"is a dimension home to The Devil and masochistic Hellraisers.

Rick, Jerry and Beth kidnap a demon and restrain it to a wheelchair with a turret on top. Rick explains the turret shoots shrapnel that will convert the pleasure from pain back into pain, but needs Jerry's misery to power it. When Jerry refuses, Rick sincerely apologizes for misleading Jerry and admits that he does care about him, which ends up powering the turret. They use the turret to defeat the demons and portal out of Hell. Rick aggressively tells Jerry that guy's nights are over, which he takes in stride, to Rick's annoyance.",locations-116-wiki|locations-116-api,ok,
117,Z. Q. P. D.,Rickipedia,https://rickandmorty.fandom.com/wiki/Rickipedia,"-----
 This wiki is a non-affiliated and fan-oriented website for archival and informational purposes only. Rick and Morty is a registered trademark of The Cartoon Network, Inc. and Warner Bros. Entertainment Inc.
__NOTOC__
__NOEDITSECTION__
de:
es:
fr:
it:
pl:
uk:
zh:
ru:",locations-117-wiki|locations-117-api,ok,
118,Space Tahoe,Changeformer Bro Morty,https://rickandmorty.fandom.com/wiki/Changeformer_Bro_Morty,Changeformer Bro Morty is a Rock-type Morty from the game Pocket Mortys. He got added alongside Hell Demon Morty after the premiere of Amortycan Grickfitti. He can't evolve.,locations-118-wiki|locations-118-api,ok,
119,France,Christina LaCroix (C-131),https://rickandmorty.fandom.com/wiki/Christina_LaCroix_(C-131),Christina LaCroix is a very popular girl at Harry Herpson High School in the Dimension C-131.,locations-119-wiki|locations-119-api,ok,
120,Birdperson's Consciousness,Senthol Diempathate,https://rickandmorty.fandom.com/wiki/Senthol_Diempathate,"Senthol Diempathate is an illicit, psychoactive, and mind-altering substance of unknown origin, whose name loosely translates to ""synthetic empathy."" It was first referenced in season 5, episode 8, ""Rickternal Friendship of the Spotless Mort."" The episodes premise was a memory ""flashback"" where Rick and Memory Rick attempt to save Birdperson s conscious mind, so he can awaken from a coma. Various individuals, including Memory Rick and Memory Bird Person, are seen partaking in it's effects during an alien music festival.

Memory Rick is initially approached by Birdperson where he inquires about the ""freely distributed, grossly illegal, Federation hallucinogen,"" which was rumored as to being openly shared amongst the crowd. This prompts Memory Rick to admit that he ""didn't pay for it"", and therefore doesn't know how much to charge in exchange for each hit. The past version of Rick is then seen offering some to Birdperson where they subsequently introduce themselves.

The effects of this drug on the user are unclear, however its names suggests that it induces a state of commutal understanding of its users emotions. Later in the episode when Rick and Birdperson are reminiscing the occurrence of their first meeting, Birdperson excitedly recalls the event as being ""A great time,"" which points to its effects being euphoria and an uplifting psychological state. The smoke itself gives off a neon fuchsia glow and is accompanied by a high-pitched cosmic chime when exhaled. The visual representation of senthol diempathate is shown in the episode as being in a semi-gaseous form and depicted as emanating from a small vivid reddish-pink ""creature"" or sprite contained within a sealed vessel.

It appears that Rick (even before experiencing complications with the Best Friend Rejuvenation Sequence) had some amount of the substance in glass containers hidden in a secret compartment behind his corkboard in the garage. It is unknown whether he had previously been using it for recreational purposes, or if he had recently acquired it specifically as a contingency method of restoring Birdperson's fleeting consciousness, should any problems had arisen. This method allowed Rick to get his bearings in Birdperson's mind by triggering a state-dependent memory retrieval with the added benefit of simultaneously providing an exit route to a shared memory to later egress back into the real world.",locations-120-wiki|locations-120-api,ok,
121,Rick's Consciousness,The Rickshank Rickdemption,https://rickandmorty.fandom.com/wiki/The_Rickshank_Rickdemption,"""The Rickshank Rickdemption"" is the first episode of the third season of Rick and Morty. It is the 22nd episode of the series overall. It premiered on April 1, 2017. It was written by Mike McMahan and directed by Juan Meza-León. The episode is rated TV-14-DLV.",locations-121-wiki|locations-121-api,ok,
122,Avian Planet,Bird World,https://rickandmorty.fandom.com/wiki/Bird_World,"Bird World is the planet where Birdperson lives. TV-signals from Earth take 20 years to reach this planet, meaning it's 20 light-years away from Earth.

Birdperson lived through the deep casualties of the ""Bird Wars"" in his early life, which gave way to his acute understanding of mortality and pain.

The Gromflomites and the Galactic Federation invaded Bird World during Birdperson's youth. The Galactic Federation kept the native population oppressed during their rule over the planet; a rule that ended following the Battle of Blood Ridge, where the Galactic Federation suffered a great loss. The planet returned to a more normal state where Bird People could live without fear of Gromflomites.

Birdperson made mention of his homeplanet during his visit to the Smith Residence in ""Ricksy Business"", and received a visit from Morty Smith in ""Get Schwifty"". Parts of Bird World was shown as memories during Rick's trip through Birdperson's mind in ""Rickternal Friendshine of the Spotless Mort"".",locations-122-wiki|locations-122-api,ok,
123,Normal Size Bug Dimension,List of Pocket Mortys dimensions,https://rickandmorty.fandom.com/wiki/List_of_Pocket_Mortys_dimensions,The following is a list of Pocket Mortys dimensions available in the game's multiplayer mode.,locations-123-wiki|locations-123-api,ok,
124,Slartivart,Slartivart,https://rickandmorty.fandom.com/wiki/Slartivart,"Slartivart is a planet that appears in the episode ""A Rickconvenient Mort."" The residents of the world are called Broghs. The planet was destroyed when it was sucked into a black hole.",locations-124-wiki|locations-124-api,ok,
125,Rick and Two Crows Planet,Two Crows,https://rickandmorty.fandom.com/wiki/Two_Crows,"Two Crows are Rick's replacement sidekicks from the episode Forgetting Sarick Mortshall. In the beginning of the following episode, Rickmurai Jack, Rick has left Earth to adventure with them.",locations-125-wiki|locations-125-api,ok,
